"Compound","Neutral.mass..Da.","m.z","Charge","Retention.time..min.","Chromatographic.peak.width..min.","Identifications","Anova..p.","q.Value","Max.Fold.Change","Highest.Mean","Lowest.Mean","Isotope.Distribution","Maximum.Abundance","Minimum.CV.","X1A1B_N","X1A2B_N","X1A3B_N","X2A1B_N","X2A2B_N","X2A3B_N","X3A1B_N","X3A2B_N","X3A3B_N","X4A1B_N","X4A2B_N","X4A3B_N","X5A1B_N","X5A2B_N","X5A3B_N","X1F1B_N","X1F2B_N","X1F3B_N","X2F1B_N","X2F2B_N","X2F3B_N","X3F1B_N","X3F2B_N","X3F3B_N","X4F1B_N","X4F2B_N","X4F3B_N","X5F1B_N","X5F2B_N","X5F3B_N","X1P1B_N","X1P2B_N","X1P3B_N","X2P1B_N","X2P2B_N","X2P3B_N","X3P1B_N","X3P2B_N","X3P3B_N","X4P1B_N","X4P2B_N","X4P3B_N","X5P1B_N","X5P2B_N","X5P3B_N","AQC1_N","AQC2_N","AQC3_N","FQC1_N","FQC2_N","FQC3_N","PQC2_N","PQC3_N","PQC4_N","PQC5_N","PQC6_N","PQC7_N","X1A1B_N.1","X1A2B_N.1","X1A3B_N.1","X2A1B_N.1","X2A2B_N.1","X2A3B_N.1","X3A1B_N.1","X3A2B_N.1","X3A3B_N.1","X4A1B_N.1","X4A2B_N.1","X4A3B_N.1","X5A1B_N.1","X5A2B_N.1","X5A3B_N.1","X1F1B_N.1","X1F2B_N.1","X1F3B_N.1","X2F1B_N.1","X2F2B_N.1","X2F3B_N.1","X3F1B_N.1","X3F2B_N.1","X3F3B_N.1","X4F1B_N.1","X4F2B_N.1","X4F3B_N.1","X5F1B_N.1","X5F2B_N.1","X5F3B_N.1","X1P1B_N.1","X1P2B_N.1","X1P3B_N.1","X2P1B_N.1","X2P2B_N.1","X2P3B_N.1","X3P1B_N.1","X3P2B_N.1","X3P3B_N.1","X4P1B_N.1","X4P2B_N.1","X4P3B_N.1","X5P1B_N.1","X5P2B_N.1","X5P3B_N.1","AQC1_N.1","AQC2_N.1","AQC3_N.1","FQC1_N.1","FQC2_N.1","FQC3_N.1","PQC2_N.1","PQC3_N.1","PQC4_N.1","PQC5_N.1","PQC6_N.1","PQC7_N.1","Same.RT","X..500","Accepted.Compound.ID","Accepted.Description","Adducts","Formula","Score","Fragmentation.Score","Mass.Error..ppm.","Isotope.Similarity","Retention.Time.Error..mins.","Compound.Link","Retention_time_rounded"
"5.81_365.1451m/z",NA,365.145092369821,1,5.80523333333333,0.0999666666666661,4,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM4果皮","CM3海绵层","100 - 14.1 - 1.44",1870.5634857548,0.83,0,0,18.4925523446469,17.0212820423493,0,0,0,0,0,70.3429836761553,0,0,0,0,0,1310.66301192715,1283.85870383819,1387.3725263376,1692.19715953566,1611.49922582892,1332.49380382242,1338.50309253602,1749.17413711433,1766.34811993503,2011.03243104187,1743.06075493887,1857.59727128366,1748.615884,1449.23286906757,1774.92931735734,721.523528660904,637.847966258119,486.061420184095,847.50571687728,1011.72218935228,562.398650368766,612.069270630357,473.313630200746,431.103254499943,526.049279305588,587.97012428985,428.045176097177,828.327698609474,446.457251254464,789.662241187231,12.4485772316896,0,22.5009070148868,1489.7858382823,1510.01744794659,1512.67496560553,521.017497669654,513.125615265231,534.905105611773,643.561024401313,584.296833305172,628.153680390909,0,0,8.07508850097634,8.28303527832901,0,0,0,0,0,35.0138401985076,0,0,0,0,0,1869.64698133212,1544.21996787735,1777.9658038051,2282.11927806051,2097.64538081533,1332.49380382242,1351.36432227756,1240.38185200211,1641.15654664373,2425.3641365245,2459.23934802961,2611.6091174556,2772.32127219942,2419.7595004581,2473.55815066389,322.92883590104,269.314680576194,198.911086559332,451.859284956576,546.213576114135,299.406438632435,326.821881729518,231.101572391544,207.722458362609,244.695954322817,264.037414550771,183.708450078946,392.080274529056,208.321944236772,369.251754760766,5.93495154380673,0,11.5118103027309,2374.02955570415,2373.81366634928,2275.52577435674,290.610072672681,285.092530250547,295.125013351476,330.823272731903,285.893325805668,307.565739388401,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5.81
"11.66_637.1558m/z",NA,637.155800319895,1,11.6550666666667,0.121400000000001,6,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM1果皮","CM2海绵层","100 - 33 - 3.22",988.617292890762,9.21,67.3040178694461,0,0,0,0,0,0,0,28.8390549313338,0,13.9052536859454,0,0,0,0,1279.00323754726,1057.23561690578,629.613024219245,525.31326862033,379.550435036263,1222.12882029733,493.722391146761,976.205379623012,321.341304955436,263.413033947595,331.396497354944,411.333544764126,572.244833004007,509.029698371388,300.641058466202,0,0,0,0,13.797397630003,0,0,0,0,0,0,0,0,0,0,12.1885316102236,9.55338691585446,12.9571138322586,577.881518219929,563.070687937025,484.987015175257,0,0,0,0,0,0,32.5585632324419,0,0,0,0,0,0,0,14.0343360942472,0,5.8722839355554,0,0,0,0,1824.48464665085,1271.63865111967,806.870833493591,708.444362161909,494.050635631387,1222.12882029733,498.466404915941,692.2509378,298.565939739019,317.683850229417,467.558749048337,578.29673440411,907.258442329333,849.918239462767,418.976199965251,0,0,0,0,7.44900722734722,0,0,0,0,0,0,0,0,0,0,5.81097286464883,4.62167358398438,6.62905883790222,920.8758526,885.171821003276,729.568795909746,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11.66
"5.99_449.1091m/z",NA,449.109064997585,1,5.9909,0.0635666666666665,18,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM1海绵层","CM1果肉","100 - 18.4",953.159596548766,5.63,1050.29031143156,964.346891859843,844.841586354895,285.790842686201,563.321902527852,451.691344294574,299.20805935476,659.794699412627,724.613073270227,618.797825598379,592.474586304114,662.132306985949,705.104732798351,884.905515193919,655.372740706807,9.61005114746952,7.56692637833987,8.51240633545963,5.15921609480563,9.69057967202264,4.20090692133043,1.68862612843041,0,0,4.63459489376855,2.93472014022507,7.6948069231934,4.38341506358742,7.79667001653006,3.59586764147803,0,0,0,129.044741046012,162.629149378286,136.816175265839,0,0,0,34.612336659531,22.7341210997084,0,13.8161249941352,17.2498341701193,16.7983751203528,703.340152852936,689.613133503277,780.298637606166,6.56358711084266,13.7725038997774,9.74652041926523,59.4197144264501,27.613415789248,45.8111252453297,13.3546247359365,0,15.4187039250793,508.081754992662,420.615927324665,368.914493357963,139.073873889376,245.938834426104,199.799258604101,162.034953806274,316.857986688607,352.628178446671,308.012072397066,250.206078505064,294.382920877248,332.110208856161,401.7680629,303.653077284433,13.7086367394278,9.10146792163121,10.908942684986,6.95778647499134,12.6139680122932,4.20090692133043,1.70485157363589,0,0,5.5894574692872,4.14052076145192,10.8181833750141,6.94963081063836,13.0179674689367,5.01123488485137,0,0,0,68.8019717805642,87.8010289753398,72.8373792447687,0,0,0,16.1002002729226,10.2091217041021,0,6.53971862793185,8.04896545410347,7.85504126548346,335.322635535373,333.616426336871,399.212791273636,10.4593219992917,21.6509802728431,14.6617475192063,33.1427785149151,15.3420104980491,25.2755279540867,6.864959955,0,7.54953002930222,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5.99
"10.18_532.2868n",532.286799167093,577.285561500476,1,10.1784,0.0928333333333331,1,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM1果皮","CM2果肉","100 - 26.5 - 1.91",801.524901203763,3.5,1.16871711281588,30.0190845890151,27.524649824668,18.6194739939162,22.630161323306,0,0,0.103370893239942,17.0346059316738,7.57382274588321,0,55.7234644698884,0,8.41205782482495,0,666.048244614711,828.058626155626,910.467832840951,597.610036906884,643.320733640198,682.099119829703,638.420564577135,532.551242784795,503.954443588924,608.825971978849,641.235175196921,707.99336081697,506.404555243586,510.680271006471,478.536545976342,0,1.46138153952445,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6480018990313,11.9026761798219,21.287211575856,563.932429439963,604.032449489823,569.861238326044,0,0,0,0,0,0,0.565371150534641,13.0933227539051,12.0191079711566,9.06076049805301,9.88002680839026,0,0,0.0496425526658059,8.28977875479603,3.76993703504319,0,24.7745594935808,0,3.81927349204997,0,950.110805472755,995.985509355372,1166.79596973786,805.944731854937,837.393368655797,682.099119829703,644.554934828902,377.645017037119,468.236201557246,734.261991517044,904.70212797616,995.372864070755,802.872794092239,852.674172549979,666.893020535995,0,0.617030269494824,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55327131496912,5.75819702096541,10.8908650381613,898.647456908388,949.565506986177,857.245584875981,0,0,0,0,0,0,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,10.18
"4.27_727.1934m/z",NA,727.193360045084,1,4.27173333333333,0.0785499999999999,1,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM3果皮","CM5海绵层","100 - 29 - 2.34",702.829414727765,1.61,0,20.0767424172503,41.9854486069391,0,0,19.4275389291437,14.2187152120978,0,0,17.5660111190959,0,0,0,0,0,565.899794477448,589.827466396965,557.823669127484,451.342712336902,584.870101094589,679.987385103345,643.241249466966,758.550678850566,706.696315865762,683.773882308225,633.094613941547,614.831840264207,395.244152732099,402.441879468403,408.163737756966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8725094904673,536.388341914832,549.626467220037,555.344178093964,0,0,0,0,0,0,0,8.75680494308835,18.333662489395,0,0,8.59349625263974,7.70008958831268,0,0,8.74363687899295,0,0,0,0,0,807.250096213165,709.442050351592,714.870295781261,608.686700028973,761.309745778496,679.987385103345,649.421940071839,537.906704601947,656.608554215666,824.651371128464,893.216820595143,864.396424649365,626.63491859784,671.95036906141,568.820814700036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58577395463752,854.754921357804,864.036916294195,835.407486489283,0,0,0,0,0,0,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4.27
"10.53_663.1916m/z",NA,663.191628037397,1,10.5283166666667,0.0849833333333336,1,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM3果皮","CM1海绵层","100 - 24.8",468.41461560974,3.75,0,0,0,31.9401959993062,0,0,0,0,0,11.890149074758,0,0,21.0725005680099,0,0,199.556737324933,235.657243133174,197.396984007631,218.643526120414,242.843924029194,213.164148199832,504.605454525165,479.705502099436,420.932890204619,192.244703936803,218.568059748642,239.514583009313,266.581952876258,278.205111638091,207.273082919719,0,0,0,0,0,12.7994739501873,0,0,0,0,0,0,0,0,0,0,0,0,241.91397690912,241.95741102661,257.994044442199,0,0,0,0,0,0,0,0,0,15.5429990291426,0,0,0,0,0,5.91842651367563,0,0,9.92532348632636,0,0,284.665583867705,283.447562674343,252.971051882014,294.865526260216,316.103431720162,213.164148199832,509.454040020165,340.170819179457,391.098878335707,231.852755414556,308.372023885764,336.735243112436,422.64903651464,464.514348474171,288.857713180746,0,0,0,0,0,6.8141075894855,0,0,0,0,0,0,0,0,0,0,0,0,385.498986741849,380.367663797865,388.101945961508,0,0,0,0,0,0,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10.53
"11.48_835.3037m/z",NA,835.303697987947,1,11.47725,0.0785333333333327,1,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM3果皮","CM1海绵层","100 - 33.9 - 4.38",280.082980282008,52.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.132537371283,5.60923529271107,29.9913180863381,428.784209225895,139.354577272099,262.444763428487,293.309923437198,123.577957764767,423.361059644058,0,0,15.402965270011,20.3815090612625,79.1975491008139,25.0206548719757,0,0,0,18.770618618572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6050087976559,74.1308960780635,242.378800539168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.264499333554,6.7467651367175,38.4349098430791,578.264006938091,181.394120844165,262.444763428487,296.128240654271,87.6321304245774,393.354948997499,0,0,21.6551376107561,32.313609659299,132.234802246095,34.8690193960348,0,0,0,10.0078124999936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.350163846827,116.537020448422,364.611843472776,0,0,0,0,0,0,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11.48
"4.13_467.1397m/z",NA,467.139695703258,1,4.12891666666667,0.0999666666666661,6,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM5果皮","CM1海绵层","100 - 3.17",265.262377794003,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.573487213791,147.52843700676,182.762853911477,287.924359981039,276.682502766069,211.995851516761,162.177026224478,139.071247511304,184.30202053133,235.606781161374,213.939439095085,172.24031710523,275.606670928218,187.520136943561,332.660325510229,0,0,0,16.1795960013351,30.8605533456841,17.871194940584,10.8837858314525,0,0,15.6055707399144,0,0,5.35815545364441,0,0,0,0,0,203.856533511225,203.118686800494,200.416460387247,10.045607711141,0,0,0,15.2850536559452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.188835528918,177.44659717966,234.216908791058,388.298567240395,360.150203349389,211.995851516761,163.73533117327,98.6187983735547,171.239442633644,284.148693243462,301.841622690008,242.153877753395,436.957163333893,313.099186874175,463.598550951575,0,0,0,8.6263732910113,16.6611480712892,9.51416015624818,5.81153071467392,0,0,7.2590538095525,0,0,2.53622698451464,0,0,0,0,0,324.853024671682,319.311485621315,301.487650411382,5.60317993164006,0,0,0,7.47889527331032,0,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4.13
"2.36_517.1298m/z",NA,517.129849778664,1,2.35975,0.0714166666666669,0,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM1果肉","CM1海绵层","100",91.9739471733083,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9802402427681,161.331724652541,91.6098766246157,50.547349526111,28.4954727787094,12.2165117711199,90.0569395720129,86.2983053382365,66.8428320495636,88.0721190727047,116.571250346782,64.2042826014605,134.658443908464,52.5438612171216,85.6965126344303,0,0,0,0,0,0,0,36.8975496944152,42.2347818698552,60.681017597865,69.0497120310566,126.282191189955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2851562499925,68.118116212701,37.4895421489469,26.9500119686224,15.3842766851705,6.50375366211114,48.0870056152546,42.1362766374028,32.2074984410868,40.9674379825717,52.3481896119977,27.5551972170041,63.7391695870088,24.5175530147657,40.0723068885331,0,0,0,0,0,0,0,20.5002741813792,23.3023398589213,31.1931457519555,33.7856560112007,61.8321228027438,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2.36
"15.26_237.1498m/z",NA,237.149771834305,1,15.2649333333333,0.0571166666666656,28,1.11022302462516e-16,3.17716118964221e-19,Inf,"CM2果皮","CM1海绵层","100",79.6108569695249,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7651123031506,32.8546666143026,29.6712640302005,96.3149724958964,48.5244875175277,93.9931108951506,44.8449102195698,60.9875787562568,15.7782978745877,96.6042512239434,36.0217813079605,0,15.8740466501254,43.2517448068644,56.5887902371432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0244573064142,48.2741352761191,44.8106918825124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.709940124642,39.5174578573827,38.0247495174425,129.891634825263,63.1630257502705,93.9931108951506,45.2758100032826,43.2477729242036,14.6599962711353,116.507562353417,50.822199815841,0,25.1673095266814,72.2167034999255,78.8626690417746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.2770719589227,75.8890582393448,67.4089851844659,0,0,0,0,0,0,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,15.26
"13.02_456.2141n",456.214113827488,455.206837395488,1,13.0178833333333,0.149266666666666,0,1.11022302462516e-16,3.17716118964221e-19,7517.73665408407,"CM2果皮","CM5海绵层","100 - 23.1 - 3.53",2508.35956581975,2.28,10.8600934986608,11.2972171279073,13.8977973276358,62.9418400058551,3.11752973169209,47.9383753888128,2.42298265868917,0,2.61015025506239,0,3.50827586695515,0,1.00097662949808,0,0,212.45319899132,373.694958230164,342.568606025118,2928.34643057491,2098.36628115652,2498.36598572782,181.273067725461,106.605719314445,74.9974843010621,217.249158490589,196.386232876876,146.574378239337,118.468507809873,159.696181251632,322.041568981815,73.0551759601062,372.352055704344,194.32592380308,1481.49404364571,823.098449933024,995.12591039608,29.4710434975993,20.8672045889746,92.9799452411096,101.761713468203,43.4540904000392,20.6213044693991,317.155753558911,410.710000293689,438.60767081487,0,0,31.5358908293841,626.715248294262,599.733433053929,607.215733372356,332.051352673455,406.87175699863,344.747411033256,428.433525666711,387.438635648248,379.948085354924,5.25360969641156,4.92746904516745,6.06871032714844,30.6292722225218,1.36107192896369,21.204860315241,1.31215677819895,0,1.27021242628274,0,1.48156894367489,0,0.471468339410245,0,0,303.062250596686,449.47875858062,439.013498831265,3949.20639382733,2731.38718677479,2498.36598572782,183.01486016731,75.5967040396651,69.6819675314205,262.008861498181,277.076257917962,206.06995311245,187.824420006451,266.642000756675,448.800152218783,32.696955805623,157.215951525546,79.5240663940713,789.878847892317,444.378459386912,529.77919599769,15.7364245430886,10.1886856498993,44.801384824402,47.3352603457555,19.5137562384475,8.85025248320822,150.122367189455,191.6418773,205.096107744023,0,0,16.1342470645877,998.694231230245,942.807264569002,913.438169666949,185.209648741352,226.057899351346,190.208661717132,220.236738607628,189.571659090673,186.035706626238,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,13.02
"1.72_318.8993m/z",NA,318.899297386687,1,1.71776666666667,0.349916666666667,0,1.11022302462516e-16,3.17716118964221e-19,1772.58436710352,"果肉QC","CM2果皮","100 - 0.944",2962.86764325406,28.29,0,12.1678393667559,0,0,0,8.45502352656938,5.74102077199559,23.3511195340744,0,10.1866292238209,10.9517700378019,37.8791348943098,9.95480676475418,16.9462165580458,0,9.69328985816752,11.2342953721251,17.998316258882,0,5.01448793903478,0,15.111555947454,14.8140414798786,5.21217242418156,11.9111894321398,6.28685760212051,0,0,6.59545554103544,2.1754595809137,3056.38386745868,2453.13916885717,1572.26417249584,2024.14766032235,1334.66901686256,1227.1720879859,3104.47011277965,2044.8622998799,1442.86885772523,3459.2582446198,1887.53560308297,1717.72398533393,2790.2233274735,1983.62213656788,1597.61807670096,15.1724832642839,7.0725970096292,9.37518502880403,2.38356118929676,5.30509442198386,11.3686992343342,4898.943263,4346.46541930904,3386.85975964829,2235.77740801707,1505.8024646151,1403.35754471688,0,5.3072054070865,0,0,0,3.73995971679966,3.10902733568485,11.2140772411155,0,5.07048449133692,4.6250075483257,16.8410002847465,4.68879699707068,7.69398368847154,0,13.8273758834872,13.5125642617867,23.0654638367652,0,6.52722464514988,0,15.2567578479025,10.5049965103885,4.84275483390902,14.365244053819,8.8699648286993,0,0,11.0123200666417,3.03174088409379,1367.9311140649,1035.77408194222,643.418222312329,1079.20205873044,720.567705543716,653.314555808533,1657.66983038827,998.430771211896,695.230813251897,1609.10114454238,847.628136059632,737.212865909011,1320.72310278853,925.580263193877,747.057726063258,7.23359395188661,3.42153364638918,4.79648893856545,3.79829406738367,8.3398411437588,17.1020005730586,2732.50373377248,2414.89566525891,1868.64365529395,1149.30390619651,736.781118904911,687.132328188433,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1.72
"10.69_417.0823m/z",NA,417.082280632872,1,10.6920666666667,0.207266666666666,15,1.11022302462516e-16,3.17716118964221e-19,957.105509829161,"CM4海绵层","CM3果肉","100 - 21 - 3.03",5375.37037866372,1.09,4061.41050567064,4266.32327649556,4049.79455129072,5303.70187209557,4696.68384803009,4471.07647035523,3860.13814063553,3542.81713336418,4134.18300489335,5905.39865586863,4923.78225118596,5296.93022893658,5181.35757384865,4826.21995140259,4739.63177677671,3260.36275817461,4970.31266012174,4019.21836396174,3688.51178188454,3200.01376746585,3551.29513287379,4354.07785149284,2985.89349390195,3428.14218212627,4124.08819064686,4522.24614185185,4598.19068713226,4090.50996352098,4244.52004100584,4413.3095452506,47.7677442639364,39.6977788433566,21.3269758954685,70.383008865825,73.6572777844282,65.4190930211239,0,16.8488332481438,0,35.4126846,40.4638082689131,0,28.4530181896573,34.1143489999724,0,4936.65425224105,4768.67440798189,5070.97717155813,3643.87843554202,3653.30234941852,3717.73942220731,12.4189273292871,11.8161012143258,32.1087708683791,58.8167808912303,14.524354953184,88.172613476818,1964.72209160356,1860.8278165849,1768.41188836277,2580.93071973114,2050.50956845286,1977.71725144379,2090.44270616424,1701.39272880341,2011.87292385086,2939.46423707296,2079.34699134878,2355.00635752913,2440.4626234461,2191.21816695051,2196.00798876862,4650.87313321362,5978.27162242064,5150.76713246846,4974.37535417081,4165.37221382619,3551.29513287379,4395.91473321009,2117.36957645463,3185.16940207063,4973.77140172575,6380.32014776626,6464.6287480901,6485.24806830483,7087.00300229651,6150.42959192925,21.3791809082101,16.7613525390728,8.72764587402474,37.5256655216276,39.7664551878836,34.8274265010692,0,8.22666326967487,0,16.472488403315,18.1709220874207,0,13.4679393212476,15.9181365966782,0,2353.58653686093,2306.95738967891,2594.38995991733,5806.65682346925,5743.15154844646,5592.61709880179,6.92695617675622,6.56502441638479,17.7154813663482,30.2348327636735,7.10668945313114,43.1723571864274,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10.69
"7.89_595.1663m/z",NA,595.166297377812,1,7.88876666666667,0.171383333333333,23,1.11022302462516e-16,3.17716118964221e-19,10.7123653887917,"CM1果皮","CM5果肉","100 - 26.7 - 9.51 - 1.64 - 0.0647",13884.1873497904,0.91,4442.32462402325,5756.83151662605,4274.73176495624,2572.88436961829,4143.27846131265,3878.63507298143,1406.8966460942,2351.98147001012,2476.07568297971,3489.01465825201,2809.06799022278,4198.307636,4142.04482290249,4618.52275968502,3668.6096636327,14801.7314935018,12515.0423572544,14335.7881986151,6225.23479219803,3178.47381463935,8451.9344787052,2319.7829858115,3211.2259857579,2466.27579107963,5668.05565027799,4947.35040258766,5310.30741069906,10312.3988839573,18909.2607095976,8785.55746864651,871.0770013,1274.14629453452,1817.26721682206,2109.91554296814,3226.21408835665,3102.81149072885,2021.02189427852,2024.22305570527,1942.99745263894,1568.43853437574,1885.73256009868,905.350366950312,971.445096292148,1851.16365950046,1065.66059814038,3401.15443706766,3415.7384678198,3460.91041104746,7862.14679233176,7700.57151742023,7856.05879883934,1293.67562214717,1356.05309621882,1395.98989913936,1615.72228228038,1788.8538303265,1508.96658676402,2148.99068062852,2510.93776239334,1866.63456058561,1252.03800439865,1808.90015265763,1715.65920349398,761.899373805919,1129.50909423758,1204.96591904521,1736.68780182404,1186.28866509217,1866.56058263799,1950.93765115761,2096.918723,1699.77257906099,21114.5140691987,15053.0414672009,18371.8076463682,8395.43326832346,4137.33423414535,8451.9344787052,2342.0730067292,2277.15831768632,2291.47619015676,6835.84147416617,6980.08875712447,7465.79867695983,16349.6643543697,31572.4713572959,12243.6353223645,389.863768577485,537.975066900257,743.68090462687,1124.93038050196,1741.78440787118,1651.85627237508,1079.14938749402,988.353390216751,936.212388195973,729.571504160929,846.818450689192,388.558315753774,459.823401636245,863.773657083678,498.310575482415,1621.52560901613,1652.44309537212,1770.65502738913,12528.6255088857,12105.6362173894,11817.915076333,721.578772783241,753.422937491206,770.214255388035,830.563867268225,875.276643276178,738.842163086029,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7.89
"4.64_378.0725n",378.072479547232,423.072016320756,1,4.63521666666667,0.0857000000000001,0,1.11022302462516e-16,3.17716118964221e-19,6.02686871069115,"CM4海绵层","CM4果肉","100 - 13.1 - 0.579",1347.97227368572,0.75,1239.17438994448,1218.00095436753,1150.31217118975,1219.24440277326,942.670541237882,1008.30588801621,565.621316060512,537.953281579285,830.606826876242,1683.61926923928,972.432292235074,1387.86525958279,1156.93431100444,1113.22160744173,1038.59063136953,757.640163529239,832.618565119671,799.4092436,626.919535914225,735.485200373992,746.889294318156,790.652075694317,777.025857756749,822.035551928003,835.218444245636,786.294410953438,826.434923590312,680.919303764663,708.297509295773,776.195240106497,307.829510205387,651.009358333636,572.647508527583,387.414897853692,554.851340157767,474.637882976204,367.214386534647,300.331410351062,314.232850734833,207.79489289904,306.768627278176,156.417882467839,380.435653639286,261.564211490545,324.118419489748,1166.3879899338,1135.06148730278,1114.01263539365,687.414424309726,684.787706241559,677.578262134955,241.623956596141,335.859574669818,329.222742254856,413.84524250532,375.106096615792,346.833281138286,599.455114392893,531.2513632,502.303436161225,593.318668708353,411.557393950978,446.009806068821,306.310010557043,258.345200234992,404.209340365448,838.036332374894,410.664821878012,617.042582863596,544.925707895406,505.428976430977,481.208969591899,1080.76571306885,1001.47018518421,1024.47055229097,845.471906533153,957.36138652438,746.889294318156,798.249187757663,551.00790255673,763.773014161078,1007.29795778961,1109.36245284248,1161.8906933152,1079.55502829534,1182.63231800144,1081.71296957929,137.773782056845,274.871735376493,234.344742056619,206.555560911977,299.555883926321,252.684884803266,196.078618163275,146.640740392925,151.409713500409,96.6574266358813,137.759372229411,67.1314346181856,180.075247718906,122.048785023343,151.56010874591,556.084126940479,549.11244967577,569.946008177019,1095.42064261414,1076.51631299673,1019.28493211675,134.771588094315,186.603539373099,181.643183406241,212.737615143026,183.537413483568,169.821554641561,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,4.64
"12.92_796.3136n",796.313553451575,841.31259627659,1,12.9179166666667,0.099966666666667,0,2.22044604925031e-16,6.27986475780668e-19,Inf,"CM5果肉","CM1果皮","100 - 32.8 - 0.967",3150.83837101666,3.16,154.173456739943,181.255009036788,151.202690934519,779.364922994727,80.4411589273872,119.980237990554,78.313991205981,0,78.3553602429655,176.618594476326,54.5786072571414,0,262.716774677616,601.803808623695,383.362913446083,0,0,0,0,0,0,0,0,0,0,0.277542854303392,0,11.8508726100224,0,18.6766332868265,609.896168657607,1545.11152417993,946.288593654049,2207.94598387588,1154.0777549224,851.451442870365,1140.01260904734,215.066539611654,1059.98129536531,1168.80499311789,1483.72854856198,542.214370853698,3007.36954226961,3086.14110125249,3359.00446952788,249.395001323219,249.047354977295,263.097362401179,0.0154283467402892,0,0,1358.16628581669,1418.47610027832,1473.10757338078,1485.91523069578,1488.84898195593,1344.8360828956,74.581969976422,79.0573852125085,66.0252348148932,379.260923812676,35.1195378303411,53.0715562749922,42.4106355116608,0,38.1311198669274,87.9134622942551,23.0489199161495,0,123.741791608641,273.23318283764,177.623085542258,0,0,0,0,0,0,0,0,0,0,0.391578036585012,0,18.7888183593909,0,26.0279313896135,272.968312108458,652.383073399533,387.250015216468,1177.19665322489,623.06920245914,453.290640031064,608.72369184703,105.009051719008,510.740566658594,543.678823371441,666.29210171289,232.707590792823,1423.50699816367,1440.02793681919,1570.69469696012,118.900916994193,120.482462586076,134.604659496943,0.0245856486321075,0,0,757.549995514789,788.105151053988,812.762652106184,763.836405534746,728.485870214274,658.478199052472,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,12.92
